"","Grid_lat","Grid_lon","2000","2001","2004","2005","2006","2007","2008","2009","2012","2014","2015","2016","2017"
"206",9.25,112.75,361.12,433.05,364.9,402.21,409.56,397.7,357.19,383.47,383.25,387.91,381.11,429.59,417
"207",9.25,113.25,360.51,438.35,372.31,409.74,410.09,402.38,360.78,386.37,387.97,394.9,379.69,434.97,417.32
"208",9.25,113.75,349.03,438.22,372.36,405.16,411.63,399.32,357.59,384.04,389.24,393.55,381.98,431.95,418.28
"209",9.25,114.25,344.55,428.16,382.13,411.25,404.54,398.19,352.33,381.6,397.01,400.95,400.8,424.87,416.78
"210",9.25,114.75,332.16,412.74,380.26,429.18,394.02,392.76,334.24,373.04,395.08,393.9,411.84,452.64,408.84
"211",9.25,115.25,332.08,420.45,379.24,417.49,396.04,391.83,340.39,374.36,391.61,396.94,402.76,441.39,415.31
"212",9.25,115.75,337.05,424.33,386.26,397.51,391.44,399.27,360.97,384.29,388.65,401.47,390.1,453.54,418.37
"213",9.25,116.25,347.63,416.55,402.47,418.59,396.19,395.96,372.5,385.66,407.54,400.61,399.13,459.46,406.86
"214",9.25,116.75,360.49,424.61,400.2,408.34,393.37,400.36,376.34,389.18,406.67,399.22,395.25,459.48,405.07
"215",9.25,117.25,373.3,424.02,396.44,398.56,399.64,404.92,379.69,395.77,402.81,404.29,407.61,436.62,417.01
"216",9.25,117.75,406.49,427.68,410.27,387.82,407.43,415.48,412.74,412.44,412.58,415.39,410.1,422.06,423.99
"217",9.25,118.25,416.79,429.19,407.6,373.96,403.87,414.9,419.57,412.94,409.04,417.64,405.39,413.59,430.32
